name,business_status,place_id,formatted_phone_number,formatted_address,url,website,rating,user_ratings_total,street_address,city,province,zipcode,country,location_name
Furioso Vineyards,OPERATIONAL,ChIJI3nWyRtBlVQRejdAaE7YTTY,(844) 387-4676,"8415 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=3913021482522916730,http://furiosovineyards.com/,4.7,124,8415 NE Worden Hill Rd, Dundee,OR,97115, USA,
Anne Amie Vineyards,OPERATIONAL,ChIJFdmFMaZHlVQRgx5HCoe2q-0,(503) 864-2991,"6580 NE Mineral Springs Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=17125982699115716227,http://www.anneamie.com/,4.7,74,6580 NE Mineral Springs Rd, Carlton,OR,97111, USA,
Wy'East Vineyards,OPERATIONAL,ChIJG1BslP0FllQRMRc0KTybvYM,(541) 386-1277,"3189 OR-35, Hood River, OR 97031, USA",https://maps.google.com/?cid=9492914272258496305,http://www.wyeastvineyards.com/,4.7,130,3189 OR-35, Hood River,OR,97031, USA,
Ducleaux Cellars,OPERATIONAL,ChIJga3v3IxckFQRHMwS15rAgvE,(206) 419-1975,"54211 County 552 Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=17402683681378847772,http://www.ducleauxcellars.com/,5,18,54211 County 552 Rd, Milton-Freewater,OR,97862, USA,
Penner-Ash Wine Cellars,OPERATIONAL,ChIJk4FKnHU_lVQR459vN51LrZU,(503) 554-5545,"15771 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=10785359821234216931,http://www.pennerash.com/,4.7,112,15771 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,
Honeywood Winery,OPERATIONAL,ChIJz8JJvEb_v1QR8A_pMK8EuWI,(503) 362-4111,"1350 Hines St SE, Salem, OR 97302, USA",https://maps.google.com/?cid=7113722236894777328,http://www.honeywoodwinery.com/,4.8,142,1350 Hines St SE, Salem,OR,97302, USA,
J Rallison Cellars,OPERATIONAL,ChIJ6cswbItrlVQRiGeBUrg9OC4,(503) 347-9173,"16079 SW Railroad St, Sherwood, OR 97140, USA",https://maps.google.com/?cid=3330479786307970952,http://www.jrallisoncellars.com/,5,21,16079 SW Railroad St, Sherwood,OR,97140, USA,
J. Scott Cellars,OPERATIONAL,ChIJmTGBLT4fwVQRAQKcK3r8iko,(541) 255-0207,"207 E 5th Ave Ste 105, Eugene, OR 97401, USA",https://maps.google.com/?cid=5371383107240591873,http://jscottcellars.com/,4.7,45,207 E 5th Ave Ste 105, Eugene,OR,97401, USA,
Noble Knob Vineyards,OPERATIONAL,ChIJ-cbq2qUxwVQRrpkiGzmha1s,(541) 517-3251,"1350 Pleasant View Dr, Cottage Grove, OR 97424, USA",https://maps.google.com/?cid=6587536146599942574,http://www.nobleknobvineyards.com/,5,3,1350 Pleasant View Dr, Cottage Grove,OR,97424, USA,
Bergström Wines Tasting Room,OPERATIONAL,ChIJ3xWHhsM_lVQRYmrdwLFC5jM,(503) 554-0468,"8115 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=3739749871790156386,https://www.bergstromwines.com/,4.9,57,8115 NE Worden Hill Rd, Dundee,OR,97115, USA,
Silvan Ridge Winery,OPERATIONAL,ChIJy_a53boXwVQR78AS7xGt6S0,(541) 345-1945,"27012 Briggs Hill Rd, Eugene, OR 97405, USA",https://maps.google.com/?cid=3308365693817372911,http://silvanridge.com/,4.8,107,27012 Briggs Hill Rd, Eugene,OR,97405, USA,
"Archer Vineyard, Winery & Tasting Room",OPERATIONAL,ChIJD9vkzLJrlVQRqlHx68XS7fU,(503) 702-0537,"32230 NE Old Parrett Mountain Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=17721051856281620906,http://www.archervineyard.com/,4.7,60,32230 NE Old Parrett Mountain Rd, Newberg,OR,97132, USA,
South Stage Cellars,OPERATIONAL,ChIJ-S-78vN4z1QRQt5YVZ9DqBQ,(541) 899-9120,"125 S 3rd St, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=1488514028456697410,http://www.southstagecellars.com/,4.7,167,125 S 3rd St, Jacksonville,OR,97530, USA,
Evoke Winery - Hood River,OPERATIONAL,ChIJZ6AHCOsPllQRjruovWZUfYM,(541) 386-3700,"708 Oak St, Hood River, OR 97031, USA",https://maps.google.com/?cid=9474821991302740878,https://www.evokewinery.com/,4.9,74,708 Oak St, Hood River,OR,97031, USA,
The Four Graces Winery,OPERATIONAL,ChIJsfC-ZK9BlVQRdC0UjH76x58,(800) 245-2950,"9605 NE Fox Farm Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=11513446393818918260,https://www.thefourgraces.com/,4.6,95,9605 NE Fox Farm Rd, Dundee,OR,97115, USA,
Sage Hayward Vineyards,OPERATIONAL,ChIJiel0oYP1hVQR-sA3fa2QejU,(250) 791-0380,"Saturna Beach Estates, Saturna, BC V0N 2Y0, Canada",https://maps.google.com/?cid=3853551505973428474,https://sagehaywardvineyards.com/,5,15,Saturna Beach Estates, Saturna,BC,V0N, Canada,
Cor Cellars,OPERATIONAL,ChIJkbwG1lsXllQRRwVCeIw0ovg,(509) 365-2744,"151 Old Hwy 8, Lyle, WA 98635, USA",https://maps.google.com/?cid=17915940045550912839,http://www.corcellars.com/,4.7,93,151 Old Hwy 8, Lyle,WA,98635, USA,
Cooper Mountain Vineyards,OPERATIONAL,ChIJMxAl8A8SlVQRfRr6ogGZUos,(503) 649-0027,"20121 SW Leonardo Ln, Beaverton, OR 97007, USA",https://maps.google.com/?cid=10039254751670573693,http://www.coopermountainwine.com/,4.4,49,20121 SW Leonardo Ln, Beaverton,OR,97007, USA,
Girardet Wine Cellar,OPERATIONAL,ChIJjY_fnzJBxFQRsXCsLBepZ2Y,(541) 679-7252,"895 Reston Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=7379052431468687537,http://www.girardetwine.com/,4.9,45,895 Reston Rd, Roseburg,OR,97471, USA,
Borgo Pass Vineyards,OPERATIONAL,ChIJcS828idTwFQRsPkU2KLl1kQ,,"23964 Hawley Creek Rd, Monroe, OR 97456, USA",https://maps.google.com/?cid=4960404527167895984,http://www.borgowines.com/,5,1,23964 Hawley Creek Rd, Monroe,OR,97456, USA,
R Stuart & Co Winery,OPERATIONAL,ChIJBVuXpmtJlVQRcHRm3_rm-i8,(503) 472-6990,"845 NE 5th St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=3457329629124523120,http://www.rstuartandco.com/,4,3,845 NE 5th St, McMinnville,OR,97128, USA,
Southeast Wine Collective,OPERATIONAL,ChIJB8L0l4iglVQRGrl1x0tF_Jg,(503) 208-2061,"201 SE 3rd Ave, Portland, OR 97214, USA",https://maps.google.com/?cid=11023762179667376410,http://ouilikefoodandwine.com/,4.6,99,201 SE 3rd Ave, Portland,OR,97214, USA,
"Boedecker Cellars Winery, Tasting Room + Bottle Shop",OPERATIONAL,ChIJKYskPMMJlVQRURgfKe5E-yI,(503) 224-5778,"2621 NW 30th Ave, Portland, OR 97210, USA",https://maps.google.com/?cid=2520684206126733393,http://boedeckercellars.com/,4.7,37,2621 NW 30th Ave, Portland,OR,97210, USA,
Dukes Family Vineyards,OPERATIONAL,ChIJL_1chQNOlVQRczMCRVPz81E,(503) 835-0620,"7845 SE Amity Rd, Amity, OR 97101, USA",https://maps.google.com/?cid=5905331075378459507,https://www.dukesfamilyvineyards.com/,4.4,12,7845 SE Amity Rd, Amity,OR,97101, USA,
EdenVale Winery,OPERATIONAL,ChIJR36aBkp3z1QRco9RayGtjxI,(541) 512-2955,"2310 Voorhies Rd, Medford, OR 97501, USA",https://maps.google.com/?cid=1337477973398359922,http://www.edenvalleyorchards.com/,4.6,82,2310 Voorhies Rd, Medford,OR,97501, USA,
Nehalem Bay Winery,OPERATIONAL,ChIJGW7zUUrIlFQRZYJFdwXm7uA,(503) 368-9463,"34965 OR-53, Nehalem, OR 97131, USA",https://maps.google.com/?cid=16208145020103262821,http://www.nehalembaywinery.com/,4.3,105,34965 OR-53, Nehalem,OR,97131, USA,
ADEA Wine Co,OPERATIONAL,ChIJW5AUu5M9lVQRDbXX8EHOEsw,(503) 662-4509,"26421 OR-47, Gaston, OR 97119, USA",https://maps.google.com/?cid=14705042515926955277,http://www.adeawine.com/,5,14,26421 OR-47, Gaston,OR,97119, USA,
Shumaker Vineyards,OPERATIONAL,ChIJuURaKlQDlVQRsRnWko7hPzA,(503) 913-2050,"13615 NW Mason Hill Rd, North Plains, OR 97133, USA",https://maps.google.com/?cid=3476745439818422705,http://www.shumakervineyards.com/,,,13615 NW Mason Hill Rd, North Plains,OR,97133, USA,
Keeler Estate Vineyard,OPERATIONAL,ChIJMSbWUPpNlVQR1MkBJSsgj0Y,(503) 687-2618,"5100 SE Rice Ln, Amity, OR 97101, USA",https://maps.google.com/?cid=5084317874001136084,http://www.keelerestatevineyard.com/,4.9,41,5100 SE Rice Ln, Amity,OR,97101, USA,
Methven Family Vineyards - Dundee Tasting Room,OPERATIONAL,ChIJaYAMlAlBlVQR6T_33eJv5YQ,(971) 832-8665,"130 SW 7th St, Dundee, OR 97115, USA",https://maps.google.com/?cid=9576183202850488297,http://methvenfamilyvineyards.com/,4.6,86,130 SW 7th St, Dundee,OR,97115, USA,
Flying Dutchman Winery,OPERATIONAL,ChIJVxpUiTF86lQR592pZCGv_7s,(541) 765-2553,"915 1st St, Otter Rock, OR 97369, USA",https://maps.google.com/?cid=13546738762111376871,http://www.dutchmanwinery.com/,4.3,89,915 1st St, Otter Rock,OR,97369, USA,
Hanson Vineyards,OPERATIONAL,ChIJiTaWhZJflVQRuXxSzQN4RuY,(971) 338-9760,"34948 S Barlow Rd, Woodburn, OR 97071, USA",https://maps.google.com/?cid=16593081834818141369,http://www.hansonwine.com/,4.9,40,34948 S Barlow Rd, Woodburn,OR,97071, USA,
Colene Clemens Vineyards,OPERATIONAL,ChIJEbWuNRg-lVQREYS4i0er0hU,(503) 662-4687,"22501 NE Dopp Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=1572507543680877585,http://www.coleneclemens.com/,4.8,51,22501 NE Dopp Rd, Newberg,OR,97132, USA,
Delfino Winery,OPERATIONAL,ChIJE2DTtToWxFQRDv-TK9ohz2Q,(541) 673-7575,"3829 Colonial Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=7264061944889605902,http://www.delfinovineyards.com/,4.8,36,3829 Colonial Rd, Roseburg,OR,97471, USA,
Laurel Ridge,OPERATIONAL,ChIJg2-CumA_lVQRbMpuHzSChRA,(503) 852-7050,"13301 NE Kuehne Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=1190500836886628972,http://www.laurelridgewinery.com/,4.6,107,13301 NE Kuehne Rd, Carlton,OR,97111, USA,
GC Wines (Valley),OPERATIONAL,ChIJpVBrF1KnlVQRfhZoupOviT4,(503) 835-0208,"9360 SE Eola Hills Rd, Amity, OR 97101, USA",https://maps.google.com/?cid=4506325951183328894,http://www.gcwines.com/,4.7,7,9360 SE Eola Hills Rd, Amity,OR,97101, USA,
Terra Pacem,OPERATIONAL,ChIJJ-qGrWM9wVQRm3x2PHXQ-nM,(541) 513-8127,"590 Pearl St Ste 103, Eugene, OR 97401, USA",https://maps.google.com/?cid=8357221260483525787,https://terrapacem.com/,4.6,5,590 Pearl St Ste 103, Eugene,OR,97401, USA,
Maison Noir Wines,OPERATIONAL,ChIJsZqB_Y1IlVQRhzPW2e4PglM,(503) 217-4001,"1271 OR-99W, McMinnville, OR 97128, USA",https://maps.google.com/?cid=6017389570651730823,https://maisonnoirwines.com/contact/,,,1271 OR-99W, McMinnville,OR,97128, USA,
Atticus Wine,OPERATIONAL,ChIJSb-sBKY-lVQRLtO8yFzDptA,(503) 662-3485,"20501 NW Russell Creek Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=15034919209295205166,http://www.atticuswine.com/,4.8,14,20501 NW Russell Creek Rd, Yamhill,OR,97148, USA,
Hip Chicks do Wine,OPERATIONAL,ChIJoc13x4UKlVQRJAwTaz9AUcA,(503) 234-3790,"4510 SE 23rd Ave, Portland, OR 97202, USA",https://maps.google.com/?cid=13857928169519254564,https://hipchicksdowine.com/,4.7,102,4510 SE 23rd Ave, Portland,OR,97202, USA,
Campbell Lane Winery,OPERATIONAL,ChIJeQ9y-9FxlVQRyiTpyZwZPPg,(503) 479-8671,"27411 SW Campbell Ln, West Linn, OR 97068, USA",https://maps.google.com/?cid=17887199981201859786,http://clwinery.com/,4.9,50,27411 SW Campbell Ln, West Linn,OR,97068, USA,
Kason Vineyards,OPERATIONAL,ChIJr4Nu2lE5lVQREHqOeLEE2pM,(503) 537-3070,"7200 NW Bony Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=10653833028776655376,http://www.kasonvineyards.com/,5,41,7200 NW Bony Rd, Yamhill,OR,97148, USA,
SeVein Vineyards,OPERATIONAL,ChIJG-KmkjdbolQRzKfXk7XQTk0,,"Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=5570619267391924172,,3,1,,Milton-Freewater,OR,97862, USA,
Goodfellow Family Cellars,OPERATIONAL,ChIJMVc_VMJIlVQROkCInwnCMeE,(503) 939-1308,"888 NE 8th St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=16226964278979608634,https://goodfellowfamilycellars.com/,5,6,888 NE 8th St, McMinnville,OR,97128, USA,
Bennett Vineyards & Wine Company,OPERATIONAL,ChIJi3NlOmsBwVQRj0c1M6cVFQE,(541) 998-3336,"25974 OR-36, Cheshire, OR 97419, USA",https://maps.google.com/?cid=77992376411703183,http://www.bennettvineyardsor.com/,4.8,54,25974 OR-36, Cheshire,OR,97419, USA,
Trella Vineyards,OPERATIONAL,ChIJGwWA4AUjxFQRH238gU8UqRM,(541) 671-2018,"646 SE Jackson St, Roseburg, OR 97470, USA",https://maps.google.com/?cid=1416685889500507423,http://trellavineyards.com/,5,8,646 SE Jackson St, Roseburg,OR,97470, USA,
David Hill Vineyards & Winery,OPERATIONAL,ChIJbTJ1IK8elVQRELHLlNMv_ro,(503) 992-8545,"46350 NW David Hill Rd, Forest Grove, OR 97116, USA",https://maps.google.com/?cid=13474259720920084752,http://www.davidhillwinery.com/,4.5,161,46350 NW David Hill Rd, Forest Grove,OR,97116, USA,
Cardwell Hill Cellars,OPERATIONAL,ChIJoUqBh3I5wFQRPDXnKRQdUOA,(541) 929-9463,"24241 Cardwell Hill Dr, Philomath, OR 97370, USA",https://maps.google.com/?cid=16163451035072279868,http://www.cardwellhillwine.com/,4.7,41,24241 Cardwell Hill Dr, Philomath,OR,97370, USA,
Ancient Cellars,OPERATIONAL,ChIJ5RySJw1BlVQR2b5SEyXeF8A,(503) 437-4827,"1242 SE Maple St, Dundee, OR 97115, USA",https://maps.google.com/?cid=13841776230565854937,,,,1242 SE Maple St, Dundee,OR,97115, USA,
Reynvaan Family Vineyards,OPERATIONAL,ChIJnxAqiLpAolQRYp3YWBF_pgM,(509) 525-3462,"6309 Cottonwood Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=263037340729515362,http://www.reynvaanfamilyvineyards.com/,5,5,6309 Cottonwood Rd, Walla Walla,WA,99362, USA,
Becker Vineyard,OPERATIONAL,ChIJR3BG2o8ZxFQRKNFA5078BJY,(541) 677-0288,"360 Klahowya Ln, Roseburg, OR 97471, USA",https://maps.google.com/?cid=10810042421413466408,http://www.beckerwine.com/,4.9,48,360 Klahowya Ln, Roseburg,OR,97471, USA,
Cameron Winery,OPERATIONAL,ChIJAc2S3ARBlVQR2AN-m1_KbnM,(503) 538-0336,"8200 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=8317808073779315672,http://cameronwines.com/,5,2,8200 NE Worden Hill Rd, Dundee,OR,97115, USA,
Mt. Hood Winery,OPERATIONAL,ChIJlzpaZkMPllQR4HWKqYGmRk4,(541) 386-8333,"2882 Van Horn Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=5640378659153540576,http://www.mthoodwinery.com/,4.6,152,2882 Van Horn Dr, Hood River,OR,97031, USA,
Namaste Vineyards Inc,OPERATIONAL,ChIJryQDAius6lQR_vPySzU0INE,(503) 623-4150,"5600 Van Well Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=15069101756693804030,http://www.namastevineyards.com/,5,26,5600 Van Well Rd, Dallas,OR,97338, USA,
Patricia Green Cellars,OPERATIONAL,ChIJ6UzcTao_lVQRqtJ7wRXAliE,(503) 554-0821,"15225 NE North Valley Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=2420333049431184042,http://www.patriciagreencellars.com/,4.7,43,15225 NE North Valley Rd, Newberg,OR,97132, USA,
Idiot's Grace Wines,OPERATIONAL,ChIJ5ZhAntIRllQRI-sBmQwxJUI,(541) 399-5259,"8450 US-30, Mosier, OR 97040, USA",https://maps.google.com/?cid=4766269710817946403,http://www.idiotsgrace.com/,4.8,35,8450 US-30, Mosier,OR,97040, USA,
Browne Family Vineyards Tasting Room,OPERATIONAL,ChIJW7FbGmNqolQRqZPGQPoIHxU,(509) 522-1261,"31 E Main St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1521945069996118953,http://brownefamilyvineyards.com/,4.4,62,31 E Main St, Walla Walla,WA,99362, USA,
Brittan Vineyards,OPERATIONAL,ChIJ8aRHHMNIlVQRQnGaf0_Goq8,(971) 241-8228,"829 NE 5th St #700, McMinnville, OR 97128, USA",https://maps.google.com/?cid=12655895947610059074,http://www.brittanvineyards.com/,4.9,19,829 NE 5th St #700, McMinnville,OR,97128, USA,
Evoke Winery,OPERATIONAL,ChIJAUHFvzLGuFQRqIyCskVir5c,(541) 386-3700 ext. 0,"330 SW Powerhouse Dr #110, Bend, OR 97702, USA",https://maps.google.com/?cid=10930062872138648744,http://www.evokewinery.com/,4.4,190,330 SW Powerhouse Dr #110, Bend,OR,97702, USA,
Gelardi Vineyard,OPERATIONAL,ChIJRaUc1aEBwVQRGzCPNe96EIc,(541) 998-3435,"92945 Kinser Ln, Cheshire, OR 97419, USA",https://maps.google.com/?cid=9732413962561990683,,,,92945 Kinser Ln, Cheshire,OR,97419, USA,
Ridgecrest Vineyard,OPERATIONAL,ChIJGQaG6Ts_lVQRw4hACaajD8M,(503) 789-4350,"20440 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=14055632895561730243,http://www.ribbonridgewinery.com/,,,20440 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,
Cellar 503,OPERATIONAL,ChIJWe1l5lsKlVQR-aoZJyPoWqg,(503) 897-8013,"4407 S Corbett Ave, Portland, OR 97239, USA",https://maps.google.com/?cid=12131263783953345273,http://www.cellar503.com/,4.6,44,4407 S Corbett Ave, Portland,OR,97239, USA,
Dion Vineyard,OPERATIONAL,ChIJ8_N1cNUQlVQRSYyiE3YAxAU,(503) 407-8598,"33155 SW Riedweg Rd, Cornelius, OR 97113, USA",https://maps.google.com/?cid=415457572760489033,https://www.dionvineyard.com/,4.8,38,33155 SW Riedweg Rd, Cornelius,OR,97113, USA,
Bravuro Cellars,OPERATIONAL,ChIJbwjNS9FBlVQRMZj7tyI60UY,(503) 822-5116,"108 S College St, Newberg, OR 97132, USA",https://maps.google.com/?cid=5102923773577500721,https://www.bravurocellars.com/,5,55,108 S College St, Newberg,OR,97132, USA,
Adelsheim Vineyard,OPERATIONAL,ChIJIz-YbpM_lVQRexwuDEhzCB0,(503) 538-3652,"16800 NE Calkins Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=2092048780192783483,http://www.adelsheim.com/,4.4,129,16800 NE Calkins Ln, Newberg,OR,97132, USA,
Coleman Vineyard,OPERATIONAL,ChIJi6-To2qz6lQRJcTvgR1aSys,(503) 437-6071,"22734 SW Latham Rd, McMinnville, OR 97128, USA",https://maps.google.com/?cid=3119686249664726053,http://colemanwine.com/,5,28,22734 SW Latham Rd, McMinnville,OR,97128, USA,
Zerba Cellars Woodinville,OPERATIONAL,ChIJr2rBVrMNkFQRLRVqyo0YQ84,(425) 806-2749,"14525 148th Ave NE, Woodinville, WA 98072, USA",https://maps.google.com/?cid=14862750192518173997,http://www.zerbacellars.com/,4.7,30,14525 148th Ave NE, Woodinville,WA,98072, USA,
White Rose Estate,OPERATIONAL,ChIJycscKsxGlVQRImdkggvMr0Y,(503) 864-2328,"6250 NE Hilltop Ln, Dayton, OR 97114, USA",https://maps.google.com/?cid=5093514053383644962,http://www.whiteroseestate.com/,4.7,144,6250 NE Hilltop Ln, Dayton,OR,97114, USA,
Trinity Vineyards,OPERATIONAL,ChIJQyL0UGwGwFQRQtDrFihiRFc,(503) 371-6977,"1031 Wahl Ln S, Salem, OR 97306, USA",https://maps.google.com/?cid=6288258904038821954,http://www.trinityvineyards.com/,4.7,85,1031 Wahl Ln S, Salem,OR,97306, USA,
Amalie Robert Estate,OPERATIONAL,ChIJYSRNsDsdwFQRt0vCXZNq3lw,(503) 551-9978,"13531 Bursell Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=6691903277484886967,http://www.amalierobert.com/,5,2,13531 Bursell Rd, Dallas,OR,97338, USA,
Cliff Creek Cellars in Newberg,OPERATIONAL,ChIJYVRuMtJBlVQR-4Qm9n-t948,(503) 487-6692,"214 E 1st St, Newberg, OR 97132, USA",https://maps.google.com/?cid=10373951031773398267,http://www.cliffcreek.com/,4.8,30,214 E 1st St, Newberg,OR,97132, USA,
Valley View Winery,OPERATIONAL,ChIJxWBphkKbz1QRvDwZ-jzDVaM,(800) 781-9463,"1000 Upper Applegate Rd, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=11769527867864071356,http://valleyviewwinery.com/,3.6,28,1000 Upper Applegate Rd, Jacksonville,OR,97530, USA,
Ken Wright Cellars,OPERATIONAL,ChIJ521j82I4lVQRx4Y58ybqFak,(503) 852-7010,"120 N Pine St, Carlton, OR 97111, USA",https://maps.google.com/?cid=12183901819931035335,http://www.kenwrightcellars.com/,4.6,152,120 N Pine St, Carlton,OR,97111, USA,
Prive Vineyard,OPERATIONAL,ChIJvREHredqlVQRn02onu8R8CM,(503) 554-0464,"28155 NE Bell Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=2589589506594721183,http://www.privevineyard.com/,4.3,6,28155 NE Bell Rd, Newberg,OR,97132, USA,
Benza Vineyards,OPERATIONAL,ChIJ7TjgpUMUlVQRzpjqJAd3ifQ,(503) 452-8577,"16740 SW Pinot Pl, Hillsboro, OR 97123, USA",https://maps.google.com/?cid=17620745889631606990,http://www.benza.com/,4.9,81,16740 SW Pinot Pl, Hillsboro,OR,97123, USA,
Buddha Kat Tasting Room,OPERATIONAL,ChIJeW1DqL6hlFQR3N7Bx_9rV9c,(503) 739-7023,"37 N Edgewood St, Seaside, OR 97138, USA",https://maps.google.com/?cid=15516989787440537308,http://www.buddhakatwinery.com/,4.5,24,37 N Edgewood St, Seaside,OR,97138, USA,
Zerba Cellars,OPERATIONAL,ChIJzTbmzalDolQRn6fWXh8Z4cw,(541) 938-9463,"85530 OR-11, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=14763108676023003039,http://www.zerbacellars.com/,4.7,52,85530 OR-11, Milton-Freewater,OR,97862, USA,
Los Rocosos Vineyards-The Rocks District of Milton Freewater,OPERATIONAL,ChIJoa66NRlFolQRl-EO1VCC_ns,(541) 306-1290,"84038 Eastside Rd, 500 East Broadway, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=8934721994433159575,http://losrocosos.com/,5,38, 500 East Broadway, Milton-Freewater,OR,97862, USA,
Sweet Cheeks Winery,OPERATIONAL,ChIJ6VDhna8XwVQRmtaFV9B8YnA,(541) 349-9463,"27007 Briggs Hill Rd, Eugene, OR 97405, USA",https://maps.google.com/?cid=8098172314229003930,http://www.sweetcheekswinery.com/,4.6,243,27007 Briggs Hill Rd, Eugene,OR,97405, USA,
Bacus Vineyards,OPERATIONAL,ChIJgUViR4o_lVQRQm8qqjxWrGE,(503) 858-5975,"18605 NE Calkins Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=7038095136226176834,http://bacusvineyards.com/,5,3,18605 NE Calkins Ln, Newberg,OR,97132, USA,
Olea Vineyards,OPERATIONAL,ChIJD8AtMrJrlVQRUuqG5P1zHFI,(503) 805-9551,"17406 SW Parrett Mountain Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=5916731544755956306,http://oleavineyards.com/,5,2,17406 SW Parrett Mountain Rd, Sherwood,OR,97140, USA,
Lemelson Vineyards,OPERATIONAL,ChIJUygBx6U4lVQRcoRiiyxSX0E,(503) 852-6619,"12020 NE Stag Hollow Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=4710574086523356274,http://www.lemelsonvineyards.com/,4.8,166,12020 NE Stag Hollow Rd, Carlton,OR,97111, USA,
Harris Bridge Vineyard LLC,OPERATIONAL,ChIJ99SRtt45wFQR89Yvx_w1T-c,(541) 929-3053,"22937 Harris Rd, Philomath, OR 97370, USA",https://maps.google.com/?cid=16667600105711326963,http://www.harrisbridgevineyard.com/,4.8,22,22937 Harris Rd, Philomath,OR,97370, USA,
Bella Union Restaurant,OPERATIONAL,ChIJffJIxPN4z1QRqX_ekdLWpzc,(541) 899-1770,"170 W California St #9237, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=4010410193075470249,http://www.bellau.com/,4.4,1141,170 W California St #9237, Jacksonville,OR,97530, USA,
iOTA Cellars,OPERATIONAL,ChIJM9WzW_5RlVQR0QHf2upSVIQ,(503) 507-8063,"7895 SE Amity Rd, Amity, OR 97101, USA",https://maps.google.com/?cid=9535337479698055633,http://www.iotacellars.com,4.8,5,7895 SE Amity Rd, Amity,OR,97101, USA,
Weitman Vineyards & Winery,OPERATIONAL,ChIJ6ZuxtUU5wVQRaY0SGjmwKG8,(541) 942-5958,"80520 Old Lorane Rd, Eugene, OR 97405, USA",https://maps.google.com/?cid=8009845696575475049,,,,80520 Old Lorane Rd, Eugene,OR,97405, USA,
Pine Grove Vineyards,OPERATIONAL,ChIJWY5lzokFllQRb18ZGsLXVR4,(541) 387-3556,"2143 Wells Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=2185890422819741551,,,,2143 Wells Dr, Hood River,OR,97031, USA,
Gorge Crest Vineyards,OPERATIONAL,ChIJy2h831wMllQRpqjcFOhmzAE,(541) 238-7486,"341 Kollock Knapp Rd, Underwood, WA 98651, USA",https://maps.google.com/?cid=129591636255352998,http://www.gorgecrest.com/,4.9,39,341 Kollock Knapp Rd, Underwood,WA,98651, USA,
Season Cellars,OPERATIONAL,ChIJYZmduwEYxFQRqyBPC7ML7lg,(541) 784-7831,"305 Melrose Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=6408072183411581099,http://www.seasoncellars.com/,4.7,10,305 Melrose Rd, Roseburg,OR,97471, USA,
Elton Vineyards,OPERATIONAL,ChIJP3fyf5tRlVQR9X_zy_Q7ndc,(503) 868-7376,"22500 Ingram Ln NW, Salem, OR 97304, USA",https://maps.google.com/?cid=15536640212077871093,https://www.eltonwines.com/,5,3,22500 Ingram Ln NW, Salem,OR,97304, USA,
Hyland Estates,OPERATIONAL,ChIJ181L7RJBlVQRUPxoitr7l_c,(503) 554-4200,"Tastings by Appointment, Indoor &, Outdoor Seating, 20980 NE Niederberger Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=17841005364895087696,http://www.hylandestateswinery.com/,4.5,52, 20980 NE Niederberger Rd, Dundee,OR,97115, USA,
WillaKenzie Estate,OPERATIONAL,ChIJv2ITGuw-lVQRoE6m4fsYV9A,(503) 662-3280,"19143 NE Laughlin Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=15012495352964468384,http://www.willakenzie.com/,4.6,76,19143 NE Laughlin Rd, Yamhill,OR,97148, USA,
